Subject,Marks,Hours,Student_id,Year
Science,100.0,4.7,S13819,3
Maths,67.2,3.2,S13819,3
Language,84.2,3.0,S13820,3
Science,97.5,5.9,S13820,3
Maths,52.2,4.5,S13820,3
Language,76.1,1.5,S13821,2
Science,84.8,7.6,S13821,2
Maths,57.3,2.2,S13821,2
Language,78.5,2.7,S13822,4
Science,93.7,6.7,S13822,4
Maths,40.7,6.8,S13822,4
Language,79.5,1.3,S13823,3
Science,100.0,5.0,S13823,3
Maths,54.6,4.5,S13823,3
Language,69.7,2.2,S13824,1
Science,100.0,5.6,S13824,1
Maths,92.8,4.8,S13824,1
Language,72.4,1.2,S13825,2
Science,90.7,3.7,S13825,2
Maths,89.2,4.4,S13825,2
Language,74.8,1.4,S13826,4
Science,95.7,6.7,S13826,4
Maths,70.8,5.3,S13826,4
Language,76.9,1.5,S13827,3
Science,90.5,7.2,S13827,3
Maths,87.7,4.3,S13827,3
Language,84.2,2.3,S13828,1
Science,79.5,3.2,S13828,1
Maths,44.6,6.9,S13828,1
Language,77.6,2.7,S13829,4
Science,97.8,4.4,S13829,4
Maths,66.2,6.7,S13829,4
Language,78.1,2.3,S13830,4
Science,84.5,7.7,S13830,4
Maths,66.3,2.7,S13830,4
Language,87.0,1.1,S13831,2
Science,94.9,4.8,S13831,2
Maths,72.7,7.3,S13831,2
Language,76.1,1.5,S13832,4
Science,97.9,6.6,S13832,4
Maths,88.9,4.7,S13832,4
Language,75.6,1.8,S13833,2
Science,93.3,6.6,S13833,2
Maths,67.2,5.9,S13833,2
Language,73.6,2.8,S13834,3
Science,83.2,4.0,S13834,3
Maths,80.0,3.7,S13834,3
Language,79.4,1.8,S13835,2
Science,92.0,6.8,S13835,2
Maths,49.5,7.1,S13835,2
Language,78.3,2.7,S13836,1
Science,86.5,4.0,S13836,1
Maths,83.6,6.9,S13836,1
Language,79.9,1.2,S13837,2
Science,100.0,5.1,S13837,2
Maths,84.9,5.9,S13837,2
Language,67.7,2.8,S13838,1
Science,94.4,6.8,S13838,1
Maths,73.4,1.9,S13838,1
Language,80.4,1.2,S13839,2
Science,90.6,6.9,S13839,2
Maths,89.4,3.2,S13839,2
Language,72.0,1.8,S13840,4
Science,75.8,2.5,S13840,4
Maths,100.0,6.3,S13840,4
Language,80.4,1.1,S13841,3
Science,87.3,7.7,S13841,3
Maths,62.1,3.8,S13841,3
Language,82.9,1.8,S13842,1
Science,77.1,2.1,S13842,1
Maths,72.2,4.5,S13842,1
Language,85.6,1.3,S13843,2
Science,80.1,3.2,S13843,2
Maths,72.1,3.6,S13843,2
Language,75.3,2.1,S13844,2
Science,81.5,8.0,S13844,2
Maths,52.0,7.7,S13844,2
Language,83.8,1.0,S13845,2
Science,84.5,6.8,S13845,2
Maths,62.7,6.8,S13845,2
Language,75.5,2.6,S13846,4
Science,77.9,2.5,S13846,4
Maths,80.5,6.1,S13846,4
Language,73.1,1.2,S13847,4
Science,86.9,5.9,S13847,4
Maths,51.4,6.6,S13847,4
Language,84.6,1.9,S13848,1
Science,84.4,3.5,S13848,1
Maths,82.7,3.5,S13848,1
Language,83.5,1.0,S13849,1
Science,67.0,2.0,S13849,1
Maths,63.3,3.0,S13849,1
Language,71.3,2.3,S13850,4
Science,100.0,4.9,S13850,4
Maths,98.8,3.6,S13850,4
Language,71.6,2.8,S13851,1
Science,74.1,2.3,S13851,1
Maths,67.7,3.8,S13851,1
Language,79.3,1.3,S13852,3
Science,76.0,3.1,S13852,3
Maths,39.8,8.0,S13852,3
Language,71.3,2.3,S13853,3
Science,59.8,2.7,S13853,3
Maths,63.3,4.2,S13853,3
Language,72.9,2.6,S13854,4
Science,91.9,6.5,S13854,4
Maths,69.3,3.3,S13854,4
Language,72.4,1.7,S13855,1
Science,97.6,4.9,S13855,1
Maths,52.2,1.8,S13855,1
Language,79.4,1.5,S13856,2
Science,81.5,2.6,S13856,2
Maths,69.5,7.1,S13856,2
Language,75.2,2.7,S13857,3
Science,86.8,5.3,S13857,3
Maths,60.4,2.6,S13857,3
Language,75.6,2.1,S13858,4
Science,92.6,7.4,S13858,4
Maths,85.2,3.5,S13858,4
Language,80.2,2.3,S13859,1
Science,95.0,5.5,S13859,1
Maths,54.1,7.9,S13859,1
Language,67.1,1.1,S13860,4
Science,79.7,3.5,S13860,4
Maths,66.0,6.5,S13860,4
Language,77.2,1.8,S13861,2
Science,100.0,4.9,S13861,2
Maths,65.0,6.2,S13861,2
Language,70.0,1.6,S13862,3
Science,97.3,4.2,S13862,3
Maths,73.6,3.7,S13862,3
Language,75.1,2.2,S13863,4
Science,88.8,3.5,S13863,4
Maths,88.5,7.5,S13863,4
Language,82.5,1.2,S13864,4
Science,82.3,3.6,S13864,4
Maths,92.7,2.2,S13864,4
Language,79.7,1.1,S13865,4
Science,80.5,3.0,S13865,4
Maths,80.7,1.2,S13865,4
Language,71.2,1.6,S13866,2
Science,93.7,6.8,S13866,2
Maths,83.5,5.7,S13866,2
Language,75.7,1.8,S13867,4
Science,80.2,2.6,S13867,4
Maths,93.5,3.3,S13867,4
Language,68.6,1.7,S13868,2
Science,91.2,6.0,S13868,2
Maths,54.2,5.6,S13868,2
Language,70.5,1.7,S13869,2
Science,78.9,3.0,S13869,2
Maths,71.0,3.2,S13869,2
Language,71.9,2.1,S13870,2
Science,93.8,7.6,S13870,2
Maths,81.1,6.8,S13870,2
Language,86.8,1.3,S13871,3
Science,95.4,6.1,S13871,3
Maths,100.0,5.9,S13871,3
Language,63.3,1.9,S13872,3
Science,97.9,6.0,S13872,3
Maths,66.6,7.1,S13872,3
Language,82.6,1.0,S13873,4
Science,90.8,7.4,S13873,4
Maths,55.0,2.4,S13873,4
Language,79.2,1.9,S13874,4
Science,95.5,3.9,S13874,4
Maths,57.8,5.8,S13874,4
Language,75.4,2.3,S13875,3
Science,63.0,2.4,S13875,3
Maths,85.9,3.1,S13875,3
Language,76.5,2.0,S13876,1
Science,91.5,6.8,S13876,1
Maths,50.8,6.0,S13876,1
Language,77.1,1.1,S13877,3
Science,83.2,3.5,S13877,3
Maths,85.5,4.2,S13877,3
Language,76.4,1.5,S13878,2
Science,98.0,5.3,S13878,2
Maths,84.8,4.1,S13878,2
Language,83.1,2.6,S13879,3
Science,93.5,6.3,S13879,3
Maths,90.6,3.5,S13879,3
Language,79.7,2.9,S13880,2
Science,54.5,1.1,S13880,2
Maths,67.7,6.0,S13880,2
Language,90.1,1.8,S13881,4
Science,100.0,4.6,S13881,4
Maths,64.8,5.1,S13881,4
Language,83.3,2.0,S13882,1
Science,91.0,3.1,S13882,1
Maths,63.3,1.7,S13882,1
Language,77.3,2.4,S13883,4
Science,94.5,4.2,S13883,4
Maths,82.4,1.4,S13883,4
Language,67.1,2.8,S13884,2
Science,63.9,1.6,S13884,2
Maths,85.5,6.0,S13884,2
Language,76.3,2.8,S13885,2
Science,94.2,3.4,S13885,2
Maths,75.7,7.9,S13885,2
Language,80.3,1.6,S13886,2
Science,98.0,6.7,S13886,2
Maths,85.2,1.2,S13886,2
Language,78.6,2.8,S13887,1
Science,91.5,4.3,S13887,1
Maths,59.2,2.6,S13887,1
Language,75.8,2.2,S13888,3
Science,93.0,5.7,S13888,3
Maths,56.1,2.8,S13888,3
Language,71.6,2.9,S13889,4
Science,72.8,2.4,S13889,4
Maths,50.8,2.3,S13889,4
Language,74.0,2.1,S13890,4
Science,100.0,5.6,S13890,4
Maths,95.9,3.6,S13890,4
Language,74.1,1.4,S13891,3
Science,92.8,5.0,S13891,3
Maths,62.5,2.0,S13891,3
Language,66.8,2.5,S13892,4
Science,90.1,6.2,S13892,4
Maths,69.6,6.2,S13892,4
Language,71.1,2.4,S13893,1
Science,92.2,3.4,S13893,1
Maths,52.1,2.5,S13893,1
Language,78.2,1.9,S13894,4
Science,100.0,5.3,S13894,4
Maths,71.1,4.8,S13894,4
Language,68.0,2.1,S13895,2
Science,88.0,6.5,S13895,2
Maths,88.1,7.8,S13895,2
Language,76.0,1.2,S13896,3
Science,70.4,2.6,S13896,3
Maths,85.2,5.4,S13896,3
Language,65.2,2.8,S13897,1
Science,93.3,6.6,S13897,1
Maths,40.7,1.2,S13897,1
Language,76.0,1.6,S13898,3
Science,76.9,2.0,S13898,3
Maths,70.5,4.1,S13898,3
Language,68.7,2.0,S13899,1
Science,84.5,3.4,S13899,1
Maths,70.5,6.9,S13899,1
Language,72.3,2.5,S13900,2
Science,70.6,1.0,S13900,2
Maths,66.6,5.3,S13900,2
Language,73.9,1.9,S13901,3
Science,93.9,6.1,S13901,3
Maths,79.0,4.8,S13901,3
Language,67.1,2.7,S13902,4
Science,77.9,3.0,S13902,4
Maths,53.0,7.3,S13902,4
Language,70.8,1.9,S13903,1
Science,89.9,6.9,S13903,1
Maths,70.2,7.5,S13903,1
Language,71.7,1.3,S13904,3
Science,94.2,4.4,S13904,3
Maths,63.3,6.5,S13904,3
Language,75.5,2.1,S13905,4
Science,100.0,7.1,S13905,4
Maths,63.5,6.3,S13905,4
Language,74.4,1.9,S13906,3
Science,95.0,5.4,S13906,3
Maths,53.1,2.3,S13906,3
Language,75.6,1.1,S13907,3
Science,91.2,6.2,S13907,3
Maths,71.4,5.9,S13907,3
Language,70.8,2.7,S13908,3
Science,89.8,7.6,S13908,3
Maths,50.0,2.9,S13908,3
Language,75.7,1.2,S13909,1
Science,89.3,7.3,S13909,1
Maths,76.5,5.6,S13909,1
Language,69.0,2.7,S13910,4
Science,91.1,5.5,S13910,4
Maths,74.5,7.1,S13910,4
Language,77.8,1.9,S13911,2
Science,95.2,6.0,S13911,2
Maths,82.9,5.5,S13911,2
Language,63.0,2.8,S13912,1
Science,88.2,4.7,S13912,1
Maths,32.0,1.1,S13912,1
Language,70.4,2.9,S13913,1
Science,69.3,1.6,S13913,1
Maths,59.1,7.3,S13913,1
Language,65.0,2.4,S13914,1
Science,89.3,3.6,S13914,1
Maths,50.1,1.6,S13914,1
Language,78.9,2.3,S13915,2
Science,97.0,3.5,S13915,2
Maths,36.7,6.6,S13915,2
Language,73.0,1.4,S13916,4
Science,63.6,1.5,S13916,4
Maths,75.8,5.2,S13916,4
Language,83.2,1.3,S13917,4
Science,63.6,1.4,S13917,4
Maths,64.6,5.7,S13917,4
Language,75.3,2.3,S13918,4
Science,83.1,3.8,S13918,4
Maths,69.1,4.3,S13918,4
Language,83.8,1.3,S13919,3
Science,86.1,7.1,S13919,3
Maths,65.4,5.9,S13919,3
Language,70.3,2.4,S13920,3
Science,87.5,3.5,S13920,3
Maths,32.7,1.9,S13920,3
Language,74.8,2.4,S13921,3
Science,59.5,1.0,S13921,3
Maths,49.9,7.7,S13921,3
Language,70.5,2.8,S13922,2
Science,95.4,5.7,S13922,2
Maths,55.5,1.9,S13922,2
Language,74.8,1.9,S13923,3
Science,74.1,2.5,S13923,3
Maths,66.7,3.5,S13923,3
Language,72.1,2.1,S13924,2
Science,94.0,6.5,S13924,2
Maths,91.5,1.2,S13924,2
Language,63.7,2.9,S13925,4
Science,100.0,5.0,S13925,4
Maths,62.7,3.8,S13925,4
Language,75.0,2.0,S13926,3
Science,63.9,2.1,S13926,3
Maths,48.8,6.2,S13926,3
Language,71.8,2.8,S13927,3
Science,97.2,5.3,S13927,3
Maths,73.9,5.4,S13927,3
Language,71.8,1.7,S13928,1
Science,99.1,5.9,S13928,1
Maths,56.4,7.1,S13928,1
Language,78.2,1.0,S13929,2
Science,62.7,1.3,S13929,2
Maths,31.4,6.5,S13929,2
Language,73.9,2.0,S13930,4
Science,99.8,5.0,S13930,4
Maths,48.3,1.9,S13930,4
Language,77.7,2.3,S13931,1
Science,90.3,5.5,S13931,1
Maths,70.8,2.9,S13931,1
Language,77.5,2.7,S13932,1
Science,87.1,3.5,S13932,1
Maths,67.9,5.6,S13932,1
Language,74.5,2.2,S13933,4
Science,86.8,6.7,S13933,4
Maths,86.6,1.1,S13933,4
Language,72.5,2.2,S13934,1
Science,73.4,2.8,S13934,1
Maths,52.5,3.5,S13934,1
Language,73.9,2.1,S13935,2
Science,81.9,2.7,S13935,2
Maths,65.6,2.6,S13935,2
Language,79.2,2.0,S13936,2
Science,95.7,3.6,S13936,2
Maths,74.2,5.5,S13936,2
Language,73.1,2.1,S13937,3
Science,71.8,1.1,S13937,3
Maths,61.6,6.3,S13937,3
Language,72.4,1.2,S13938,1
Science,96.4,5.0,S13938,1
Maths,91.5,7.2,S13938,1
Language,77.8,1.7,S13939,3
Science,92.0,3.7,S13939,3
Maths,64.6,3.5,S13939,3
Language,83.0,1.4,S13940,1
Science,92.2,6.2,S13940,1
Maths,85.4,3.3,S13940,1
Language,81.8,2.3,S13941,2
Science,92.2,5.8,S13941,2
Maths,81.6,5.4,S13941,2
Language,74.9,2.2,S13942,2
Science,91.5,6.2,S13942,2
Maths,68.3,3.0,S13942,2
Language,71.0,2.9,S13943,2
Science,63.6,1.8,S13943,2
Maths,57.6,6.2,S13943,2
Language,74.7,2.8,S13944,1
Science,56.1,1.3,S13944,1
Maths,65.2,3.7,S13944,1
Language,69.8,2.3,S13945,2
Science,71.0,1.9,S13945,2
Maths,83.8,6.0,S13945,2
Language,70.9,2.9,S13946,1
Science,98.4,4.5,S13946,1
Maths,78.2,3.3,S13946,1
Language,79.4,2.9,S13947,3
Science,71.4,2.7,S13947,3
Maths,42.8,6.6,S13947,3
Language,67.6,1.2,S13948,1
Science,58.0,1.5,S13948,1
Maths,67.5,3.9,S13948,1
Language,75.1,2.0,S13949,3
Science,86.6,7.7,S13949,3
Maths,79.0,4.6,S13949,3
Language,76.6,1.6,S13950,1
Science,84.0,3.4,S13950,1
Maths,66.0,1.5,S13950,1
Language,82.5,2.1,S13951,3
Science,86.1,3.0,S13951,3
Maths,40.9,7.4,S13951,3
Language,87.5,1.5,S13952,2
Science,100.0,7.1,S13952,2
Maths,40.9,1.4,S13952,2
Language,78.5,1.0,S13953,3
Science,71.0,2.0,S13953,3
Maths,68.3,1.8,S13953,3
Language,69.0,2.2,S13954,2
Science,83.3,4.1,S13954,2
Maths,86.6,4.0,S13954,2
Language,80.1,1.7,S13955,2
Science,87.3,7.5,S13955,2
Maths,72.3,5.1,S13955,2
Language,81.3,1.6,S13956,3
Science,93.2,5.2,S13956,3
Maths,65.1,2.2,S13956,3
Language,80.2,1.7,S13957,1
Science,95.6,5.8,S13957,1
Maths,45.0,2.2,S13957,1
Language,74.9,1.1,S13958,1
Science,95.9,5.4,S13958,1
Maths,74.3,5.7,S13958,1
Language,61.2,2.6,S13959,4
Science,85.8,6.9,S13959,4
Maths,83.3,6.0,S13959,4
Language,78.7,1.5,S13960,1
Science,88.7,5.8,S13960,1
Maths,64.5,1.4,S13960,1
Language,80.7,1.9,S13961,4
Science,93.3,6.9,S13961,4
Maths,91.1,3.2,S13961,4
Language,69.7,1.4,S13962,1
Science,80.8,3.4,S13962,1
Maths,79.4,4.6,S13962,1
Language,76.1,1.3,S13963,1
Science,93.5,4.4,S13963,1
Maths,91.8,3.5,S13963,1
Language,81.6,1.9,S13964,2
Science,63.7,1.1,S13964,2
Maths,61.4,7.2,S13964,2
Language,75.3,2.5,S13965,4
Science,99.8,4.6,S13965,4
Maths,70.4,5.2,S13965,4
Language,78.6,2.2,S13966,1
Science,96.5,6.1,S13966,1
Maths,65.8,2.5,S13966,1
Language,74.4,2.1,S13967,4
Science,89.7,7.6,S13967,4
Maths,85.4,3.4,S13967,4
Language,72.4,1.6,S13968,2
Science,100.0,6.6,S13968,2
Maths,76.9,6.3,S13968,2
Language,69.8,2.0,S13969,2
Science,87.5,3.3,S13969,2
Maths,73.0,3.5,S13969,2
Language,71.1,1.6,S13970,4
Science,94.9,4.8,S13970,4
Maths,51.8,2.0,S13970,4
Language,77.2,2.2,S13971,2
Science,68.8,1.9,S13971,2
Maths,65.9,6.8,S13971,2
Language,76.7,2.5,S13972,3
Science,69.7,1.7,S13972,3
Maths,83.5,5.7,S13972,3
Language,67.0,2.9,S13973,3
Science,87.0,7.3,S13973,3
Maths,66.4,3.6,S13973,3
Language,77.8,1.2,S13974,2
Science,81.4,7.9,S13974,2
Maths,69.6,5.0,S13974,2
Language,84.9,2.3,S13975,3
Science,83.1,7.7,S13975,3
Maths,76.4,4.5,S13975,3
Language,77.1,3.0,S13976,1
Science,58.5,1.7,S13976,1
Maths,54.3,2.0,S13976,1
Language,80.6,1.6,S13977,4
Science,84.4,3.7,S13977,4
Maths,75.7,6.9,S13977,4
Language,65.6,3.0,S13978,1
Science,68.2,2.0,S13978,1
Maths,53.4,6.3,S13978,1
Language,74.7,1.4,S13979,4
Science,83.7,3.5,S13979,4
Maths,85.6,5.3,S13979,4
Language,74.2,2.3,S13980,2
Science,100.0,4.6,S13980,2
Maths,65.1,5.4,S13980,2
Language,83.1,1.7,S13981,1
Science,68.6,2.9,S13981,1
Maths,82.3,4.8,S13981,1
Language,85.0,1.8,S13982,2
Science,95.6,3.7,S13982,2
Maths,68.6,3.9,S13982,2
Language,75.9,2.7,S13983,2
Science,94.5,7.3,S13983,2
Maths,81.6,5.3,S13983,2
Language,72.1,2.1,S13984,4
Science,94.6,5.3,S13984,4
Maths,57.3,2.3,S13984,4
Language,75.6,2.7,S13985,4
Science,75.1,2.7,S13985,4
Maths,57.6,2.8,S13985,4
Language,74.3,2.0,S13986,4
Science,100.0,5.5,S13986,4
Maths,75.0,4.0,S13986,4
Language,76.4,1.1,S13987,1
Science,85.7,7.2,S13987,1
Maths,88.7,5.5,S13987,1
Language,83.4,1.2,S13988,3
Science,93.8,6.8,S13988,3
Maths,76.6,3.0,S13988,3
Language,61.9,2.9,S13989,4
Science,94.1,7.4,S13989,4
Maths,50.8,7.4,S13989,4
Language,74.8,1.5,S13990,4
Science,87.8,3.4,S13990,4
Maths,78.4,2.4,S13990,4
Language,74.6,2.1,S13991,1
Science,71.0,1.9,S13991,1
Maths,59.1,5.1,S13991,1
Language,74.6,2.2,S13992,4
Science,87.0,7.4,S13992,4
Maths,79.5,4.6,S13992,4
Language,74.7,2.3,S13993,1
Science,91.7,5.7,S13993,1
Maths,83.9,5.1,S13993,1
Language,74.5,2.7,S13994,2
Science,97.0,5.3,S13994,2
Maths,61.6,4.0,S13994,2
Language,79.9,2.7,S13995,4
Science,94.1,4.4,S13995,4
Maths,84.4,5.6,S13995,4
Language,72.2,3.0,S13996,4
Science,66.7,2.0,S13996,4
Maths,69.6,6.9,S13996,4
Language,72.2,2.7,S13997,2
Science,66.4,1.5,S13997,2
Maths,64.7,4.6,S13997,2
Language,79.4,1.3,S13998,2
Science,57.7,1.3,S13998,2
Maths,68.6,7.1,S13998,2
Language,83.1,1.0,S13999,2
Science,63.8,1.3,S13999,2
Maths,75.2,3.4,S13999,2
Language,78.5,1.7,S14000,4
Science,93.4,5.5,S14000,4
Maths,90.6,1.7,S14000,4
Language,73.0,2.0,S14001,3
Science,99.3,5.7,S14001,3
Maths,84.6,5.3,S14001,3
Language,70.4,2.7,S14002,3
Science,76.1,2.2,S14002,3
Maths,81.1,6.7,S14002,3
Language,78.3,1.8,S14003,3
Science,81.8,7.9,S14003,3
Maths,47.0,1.4,S14003,3
Language,80.3,2.9,S14004,4
Science,93.5,5.8,S14004,4
Maths,70.8,7.1,S14004,4
Language,82.6,2.4,S14005,2
Science,92.5,6.3,S14005,2
Maths,68.4,4.5,S14005,2
Language,73.5,2.2,S14006,4
Science,94.9,6.3,S14006,4
Maths,80.4,4.7,S14006,4
Language,64.0,2.9,S14007,2
Science,65.7,1.9,S14007,2
Maths,75.1,3.2,S14007,2
Language,76.5,2.2,S14008,4
Science,95.7,4.2,S14008,4
Maths,75.7,7.4,S14008,4
Language,71.4,1.9,S14009,4
Science,88.7,7.3,S14009,4
Maths,60.5,2.5,S14009,4
Language,77.9,2.3,S14010,2
Science,99.4,4.5,S14010,2
Maths,47.1,1.1,S14010,2
Language,65.7,2.7,S14011,3
Science,88.8,6.9,S14011,3
Maths,41.3,2.5,S14011,3
Language,67.8,2.7,S14012,2
Science,100.0,5.8,S14012,2
Maths,37.5,2.3,S14012,2
Language,70.3,1.5,S14013,1
Science,83.7,7.1,S14013,1
Maths,74.2,2.7,S14013,1
Language,81.9,1.0,S14014,1
Science,68.4,2.9,S14014,1
Maths,57.9,5.9,S14014,1
Language,66.4,2.9,S14015,2
Science,69.8,2.8,S14015,2
Maths,38.8,2.7,S14015,2
Language,81.8,1.4,S14016,4
Science,90.9,6.4,S14016,4
Maths,80.6,5.8,S14016,4
Language,62.1,1.5,S14017,1
Science,64.7,1.5,S14017,1
Maths,30.0,1.4,S14017,1
Language,75.2,1.2,S14018,1
Science,81.2,3.8,S14018,1
Maths,48.9,1.8,S14018,1
Language,75.2,1.1,S14019,4
Science,84.0,3.3,S14019,4
Maths,70.8,3.7,S14019,4
Language,74.9,1.7,S14020,4
Science,73.8,2.6,S14020,4
Maths,38.8,7.9,S14020,4
Language,82.4,1.2,S14021,3
Science,94.7,5.9,S14021,3
Maths,64.3,5.4,S14021,3
Language,71.3,2.1,S14022,4
Science,67.1,1.1,S14022,4
Maths,47.1,6.1,S14022,4
Language,72.3,2.0,S14023,2
Science,95.4,6.6,S14023,2
Maths,72.3,4.8,S14023,2
Language,74.4,1.9,S14024,2
Science,93.8,6.4,S14024,2
Maths,70.6,2.7,S14024,2
Language,63.2,2.8,S14025,3
Science,100.0,5.0,S14025,3
Maths,69.7,2.8,S14025,3
Language,65.4,2.7,S14026,1
Science,83.4,3.5,S14026,1
Maths,48.7,2.7,S14026,1
Language,73.3,1.4,S14027,1
Science,100.0,5.7,S14027,1
Maths,84.9,3.4,S14027,1
Language,73.5,2.5,S14028,4
Science,73.8,2.9,S14028,4
Maths,85.6,4.7,S14028,4
Language,67.8,2.8,S14029,2
Science,91.2,6.2,S14029,2
Maths,48.0,7.4,S14029,2
Language,74.8,1.9,S14030,1
Science,89.5,7.7,S14030,1
Maths,71.9,7.5,S14030,1
Language,70.0,2.8,S14031,3
Science,78.7,2.3,S14031,3
Maths,71.6,5.0,S14031,3
Language,67.8,2.7,S14032,3
Science,82.8,3.3,S14032,3
Maths,81.1,3.5,S14032,3
Language,77.0,2.4,S14033,2
Science,61.8,1.2,S14033,2
Maths,75.5,5.4,S14033,2
Language,89.4,1.1,S14034,3
Science,69.0,1.4,S14034,3
Maths,71.2,3.0,S14034,3
Language,64.4,2.7,S14035,3
Science,73.3,2.8,S14035,3
Maths,72.2,5.8,S14035,3
Language,71.1,1.5,S14036,2
Science,90.0,3.7,S14036,2
Maths,49.7,7.0,S14036,2
Language,76.4,2.2,S14037,4
Science,97.6,5.4,S14037,4
Maths,46.8,2.8,S14037,4
Language,72.7,1.9,S14038,4
Science,71.3,1.9,S14038,4
Maths,59.2,2.9,S14038,4
Language,76.2,1.5,S14039,3
Science,100.0,5.5,S14039,3
Maths,59.3,2.5,S14039,3
Language,78.4,2.2,S14040,4
Science,90.7,3.8,S14040,4
Maths,69.2,5.8,S14040,4
Language,62.1,2.8,S14041,4
Science,82.9,7.6,S14041,4
Maths,81.5,6.7,S14041,4
Language,81.0,1.1,S14042,3
Science,76.4,3.0,S14042,3
Maths,31.4,7.7,S14042,3
Language,64.4,2.4,S14043,4
Science,85.6,6.4,S14043,4
Maths,58.1,6.4,S14043,4
Language,79.2,1.6,S14044,3
Science,60.5,1.6,S14044,3
Maths,61.8,7.8,S14044,3
Language,78.3,1.3,S14045,1
Science,62.8,1.3,S14045,1
Maths,52.3,1.6,S14045,1
Language,69.1,2.0,S14046,2
Science,91.8,5.4,S14046,2
Maths,66.7,2.1,S14046,2
Language,78.3,2.8,S14047,2
Science,86.2,3.6,S14047,2
Maths,64.5,7.8,S14047,2
Language,83.5,1.1,S14048,4
Science,66.9,1.4,S14048,4
Maths,77.8,5.1,S14048,4
Language,86.3,1.1,S14049,4
Science,99.6,5.9,S14049,4
Maths,39.2,7.8,S14049,4
Language,77.2,1.2,S14050,4
Science,85.6,6.9,S14050,4
Maths,81.4,4.3,S14050,4
Language,68.2,1.5,S14051,2
Science,93.3,3.8,S14051,2
Maths,51.3,7.5,S14051,2
Language,73.5,2.5,S14052,1
Science,54.5,1.9,S14052,1
Maths,72.7,6.2,S14052,1
Language,79.0,1.4,S14053,1
Science,87.9,6.3,S14053,1
Maths,83.9,5.7,S14053,1
Language,72.1,2.8,S14054,2
Science,65.1,1.3,S14054,2
Maths,40.6,7.1,S14054,2
Language,83.4,1.4,S14055,1
Science,65.9,1.8,S14055,1
Maths,30.0,2.2,S14055,1
Language,82.4,1.1,S14056,2
Science,61.0,1.6,S14056,2
Maths,71.6,4.9,S14056,2
Language,74.0,1.8,S14057,1
Science,64.6,1.7,S14057,1
Maths,64.6,3.3,S14057,1
Language,75.3,2.5,S14058,3
Science,85.3,3.2,S14058,3
Maths,57.0,6.8,S14058,3
Language,78.7,1.1,S14059,3
Science,89.6,7.6,S14059,3
Maths,56.4,2.9,S14059,3
Language,76.6,2.8,S14060,2
Science,86.4,7.7,S14060,2
Maths,91.4,3.3,S14060,2
Language,74.0,1.6,S14061,1
Science,93.7,6.3,S14061,1
Maths,48.1,1.9,S14061,1
Language,80.5,1.6,S14062,4
Science,71.5,2.4,S14062,4
Maths,59.9,6.7,S14062,4
Language,84.8,1.5,S14063,1
Science,74.8,2.6,S14063,1
Maths,74.8,4.7,S14063,1
Language,71.7,2.9,S14064,3
Science,80.7,7.7,S14064,3
Maths,64.5,7.0,S14064,3
Language,78.6,1.6,S14065,3
Science,89.0,7.2,S14065,3
Maths,82.1,3.5,S14065,3
Language,70.5,1.8,S14066,1
Science,95.3,5.3,S14066,1
Maths,65.9,4.9,S14066,1
Language,71.6,2.6,S14067,1
Science,73.4,2.2,S14067,1
Maths,66.2,3.8,S14067,1
Language,85.7,1.1,S14068,4
Science,95.2,5.3,S14068,4
Maths,80.0,3.5,S14068,4
Language,65.2,2.8,S14069,4
Science,98.0,5.5,S14069,4
Maths,88.6,6.0,S14069,4
Language,72.0,2.8,S14070,1
Science,90.7,4.0,S14070,1
Maths,74.2,7.3,S14070,1
Language,81.1,1.1,S14071,1
Science,95.5,5.6,S14071,1
Maths,78.2,5.6,S14071,1
Language,68.4,2.6,S14072,1
Science,92.0,5.0,S14072,1
Maths,72.2,4.6,S14072,1
Language,75.2,1.5,S14073,1
Science,100.0,6.2,S14073,1
Maths,66.2,1.5,S14073,1
Language,79.4,2.0,S14074,2
Science,92.8,6.0,S14074,2
Maths,79.4,7.1,S14074,2
Language,75.8,2.0,S14075,1
Science,98.7,4.8,S14075,1
Maths,54.2,2.9,S14075,1
Language,84.4,1.0,S14076,4
Science,84.7,7.7,S14076,4
Maths,48.4,7.6,S14076,4
Language,71.2,2.3,S14077,3
Science,95.5,4.4,S14077,3
Maths,68.4,4.9,S14077,3
Language,78.0,2.7,S14078,2
Science,100.0,4.1,S14078,2
Maths,94.9,4.2,S14078,2
Language,72.1,1.9,S14079,1
Science,75.2,3.0,S14079,1
Maths,67.3,3.4,S14079,1
Language,63.4,2.7,S14080,3
Science,87.2,3.7,S14080,3
Maths,57.1,1.7,S14080,3
Language,74.2,3.0,S14081,2
Science,81.5,3.4,S14081,2
Maths,70.5,1.5,S14081,2
Language,71.5,1.1,S14082,3
Science,95.5,4.1,S14082,3
Maths,47.7,6.7,S14082,3
Language,66.1,2.7,S14083,1
Science,91.9,4.4,S14083,1
Maths,86.1,3.8,S14083,1
Language,78.3,1.3,S14084,1
Science,92.6,6.7,S14084,1
Maths,87.6,3.9,S14084,1
Language,77.1,1.4,S14085,4
Science,80.2,2.5,S14085,4
Maths,68.3,3.6,S14085,4
Language,79.8,1.7,S14086,1
Science,85.2,6.6,S14086,1
Maths,54.0,1.5,S14086,1
Language,75.0,2.1,S14087,1
Science,76.4,2.8,S14087,1
Maths,31.4,7.5,S14087,1
